record_id,label,window_start_utc,window_end_utc,ip_version,src_ip,dst_ip,src_port,dst_port,transport,app_proto,direction,duration_ms,packets,bytes,pkts_per_s,bytes_per_s,tcp_syn,tcp_ack,tcp_fin,tcp_rst,ipv6_flow_label,ipv6_next_header,ipv6_hop_limit,ipv6_ext_hdr_count,ipv6_fragment_count,icmpv6_nd_msgs,payload_entropy
R0002422,Benign,2026-01-01T10:02:21+00:00,2026-01-01T10:02:21.226000+00:00,6,2001:db8:1cb:3ebc:cad0:28bc:60fc:9ea0,2001:db8:1:2d8:c24e:1ca5:9555:8207,62545,3389,TCP,RDP,inbound,226.737,4,621,17.64155301360178,2738.8511053616767,2,2,0,0,814955,6,128,2,1,1,5.074207372341671
R0002423,Benign,2026-01-01T06:23:27+00:00,2026-01-01T06:23:28.993000+00:00,6,2001:db8:1:1f2a:e5ba:54e7:f56f:c67d,2001:db8:189:ab96:fc81:a2e8:a94a:2ef6,0,53,ICMPv6,OTHER,outbound,1993.273,10,600,5.016874112302976,301.0124467381786,0,0,0,0,286056,58,127,0,0,0,6.159496076599441
R0002424,Benign,2026-01-01T12:21:08+00:00,2026-01-01T12:21:08.290000+00:00,6,2001:db8:139:ff99:d6d:874b:e73f:b622,2001:db8:1:3afb:3531:a4ba:77bb:de6c,47358,445,TCP,SMB,inbound,290.456,3,293,10.328603623453358,1008.7602872239446,1,2,0,0,134892,6,252,2,1,0,5.691814401087963
R0002425,Benign,2026-01-01T19:12:07+00:00,2026-01-01T19:12:07.213000+00:00,6,2001:db8:185:54e4:fd46:9c7e:e21c:b77f,2001:db8:1:7eea:53a7:fb02:f6b2:80d6,17054,3389,TCP,RDP,inbound,213.743,18,1084,84.2131164542289,5071.501013132451,3,15,0,0,807491,6,60,0,1,1,4.021308868203746
R0002426,Benign,2026-01-01T21:16:50+00:00,2026-01-01T21:16:50.553000+00:00,6,2001:db8:1:663e:a99f:a70e:7308:f8c8,2001:db8:1aa:8485:d1c7:35e7:a6d7:860b,55135,110,UDP,POP3,outbound,553.817,10,3202,18.056498005767907,5781.6906614468835,0,0,0,0,113480,17,125,1,1,2,3.2482573909895507
R0002427,Benign,2026-01-01T03:58:28+00:00,2026-01-01T03:58:28.607000+00:00,6,2001:db8:1:6545:eaa3:f025:21bb:549b,2001:db8:17a:9e45:bfa4:f6c8:a31f:a0a2,28834,123,TCP,NTP,outbound,607.631,9,601,14.81161748679674,989.08690106276,1,8,0,0,868705,6,65,1,1,2,6.03922514466879
R0002428,Benign,2026-01-01T23:32:11+00:00,2026-01-01T23:32:11.055000+00:00,6,2001:db8:1:6f34:f64e:12e2:415f:46ab,2001:db8:1e1:ffdb:3160:c612:5ae9:e8bb,53428,25,TCP,SMTP,outbound,55.288,15,2647,271.3082688919324,47876.86585046301,1,14,1,0,316513,6,67,1,0,0,5.217068825199727
R0002429,Benign,2026-01-01T22:39:26+00:00,2026-01-01T22:39:26.655000+00:00,6,2001:db8:1:1989:b721:c22c:74b6:b87b,2001:db8:123:254f:5e60:69fe:dd8e:b663,17379,443,TCP,HTTPS,outbound,655.329,7,868,10.681658171240247,1324.5256132337906,3,4,0,0,728973,6,62,1,0,2,5.212814304566495
R0002430,Benign,2026-01-01T19:59:27+00:00,2026-01-01T19:59:27.140000+00:00,6,2001:db8:119:ed99:a099:fa5d:5fc2:cd26,2001:db8:1:510c:394a:d526:3c45:4cd6,21963,3389,TCP,RDP,inbound,140.943,5,451,35.475240211243,3199.8666670541184,1,4,1,0,393293,6,61,0,0,2,4.694982729254824
R0002431,Benign,2026-01-01T13:09:04+00:00,2026-01-01T13:09:04.947000+00:00,6,2001:db8:1:e627:79cd:96c1:eddb:5be5,2001:db8:1b5:d0d0:6927:5829:6c5e:5242,13224,22,UDP,SSH,outbound,947.978,6,1679,6.32925905601463,1771.1376591747605,0,0,0,0,428773,17,66,1,0,1,5.704093831943942
R0002432,Benign,2026-01-01T01:57:23+00:00,2026-01-01T01:57:23.463000+00:00,6,2001:db8:1cc:e70a:be75:cae2:fb50:ec22,2001:db8:1:f875:9d98:235d:8162:5693,49302,80,TCP,HTTP,inbound,463.258,12,3028,25.90349009689913,6536.314001117547,3,9,0,0,266148,6,67,1,0,0,6.534946728383643
R0002433,Benign,2026-01-01T11:21:14+00:00,2026-01-01T11:21:14.418000+00:00,6,2001:db8:1:c74c:a781:1cde:d6ae:3b4,2001:db8:14b:a40f:eb15:f36a:d55d:8b73,55542,8080,TCP,HTTP-ALT,outbound,418.717,15,4223,35.82375896041133,10085.582272654472,1,14,1,0,699929,6,62,1,1,2,4.881583146281696
R0002434,Benign,2026-01-01T15:03:36+00:00,2026-01-01T15:03:36.409000+00:00,6,2001:db8:118:7ea6:6de1:32:9ed4:ef56,2001:db8:1:cd41:1cf1:c734:f51d:4d4c,15151,25,UDP,SMTP,inbound,409.294,8,480,19.545866345557855,1172.751980733471,0,0,0,0,13084,17,64,1,0,0,4.281683862671599
R0002435,Benign,2026-01-01T08:08:22+00:00,2026-01-01T08:08:22.105000+00:00,6,2001:db8:1:1f9d:5dc4:8d40:b834:123b,2001:db8:1:6d98:a47:2bfb:3888:1ab,1734,80,TCP,HTTP,lateral,105.537,3,414,28.426168638018872,3922.8112720466042,2,1,0,0,955828,6,68,2,0,0,5.238894516236244
R0002436,Benign,2026-01-01T06:46:05+00:00,2026-01-01T06:46:05.487000+00:00,6,2001:db8:1:ff93:4852:fbcc:1c38:1ac3,2001:db8:1f7:67bc:3d3c:a786:726f:55ac,3889,53,UDP,DNS,outbound,487.964,25,1500,51.23323869482465,3073.994321689479,0,0,0,0,930023,17,65,1,0,0,5.188410215681179
R0002437,Benign,2026-01-01T08:09:14+00:00,2026-01-01T08:09:14.671000+00:00,6,2001:db8:159:f4b2:6946:99fc:6ccb:d26f,2001:db8:1:b11:db1b:da74:65ec:ba96,15550,53,UDP,DNS,inbound,671.458,6,372,8.935776365944648,554.0181346885681,0,0,0,0,746172,17,128,0,1,0,6.849191323334462
R0002438,Benign,2026-01-01T01:22:43+00:00,2026-01-01T01:22:43.875000+00:00,6,2001:db8:1:536b:7424:f902:4023:d444,2001:db8:126:58b6:569f:8ded:54ee:4b5,30967,143,TCP,IMAP,outbound,875.521,6,360,6.853062647117347,411.1837588270408,3,3,0,0,992098,6,58,0,0,2,6.516099451850481
R0002439,Benign,2026-01-01T11:05:47+00:00,2026-01-01T11:05:48.324000+00:00,6,2001:db8:1e3:a680:1f8:dd79:1f9:b204,2001:db8:1:e746:5b32:fb79:f5cd:553f,61533,123,TCP,NTP,inbound,1324.897,2,624,1.509551287503646,470.9800017011376,2,0,1,0,5746,6,63,1,1,0,4.051416684761262
R0002440,Benign,2026-01-01T13:47:03+00:00,2026-01-01T13:47:03.322000+00:00,6,2001:db8:1b2:a49c:154e:807d:2d86:504b,2001:db8:1:d971:1760:1053:85c5:d6c0,30753,143,TCP,IMAP,inbound,322.913,5,748,15.484027764925028,2316.4105536327843,1,4,0,0,765408,6,253,2,0,0,3.2883577890809574
R0002441,Benign,2026-01-01T11:21:14+00:00,2026-01-01T11:21:14.484000+00:00,6,2001:db8:1:a130:446:521e:3b39:854c,2001:db8:145:cbf4:5ede:7dd:dd73:31b5,19497,3389,TCP,RDP,outbound,484.873,3,234,6.1871816252180105,482.6001667670048,2,1,0,0,877875,6,128,2,1,0,4.98754127496573
R0002442,Benign,2026-01-01T17:59:49+00:00,2026-01-01T17:59:49.505000+00:00,6,2001:db8:1:2531:3037:68a1:4bfb:159f,2001:db8:1b4:cdb3:1bb7:c761:dc55:edc7,15913,3389,TCP,RDP,outbound,505.419,9,540,17.807017151679293,1068.4210291007576,2,7,0,0,555885,6,64,0,0,1,4.899185869625158
R0002443,Benign,2026-01-01T07:45:06+00:00,2026-01-01T07:45:07.159000+00:00,6,2001:db8:1:bd3d:54b7:45b:af21:c1b6,2001:db8:106:48e5:92d3:531e:1c41:2175,48258,53,UDP,DNS,outbound,1159.133,6,360,5.176281434768039,310.5768860860823,0,0,0,0,135881,17,128,0,1,0,3.8643933333536395
R0002444,Benign,2026-01-01T18:20:05+00:00,2026-01-01T18:20:05.222000+00:00,6,2001:db8:1:1939:50e9:7f96:c770:5627,2001:db8:138:aae3:9b56:b3d8:cc6:7b26,19664,22,TCP,SSH,outbound,222.662,26,2985,116.76869946945462,13405.944919858539,1,25,1,0,873773,6,58,1,1,2,3.403008352720599
R0002445,Benign,2026-01-01T10:49:12+00:00,2026-01-01T10:49:12.094000+00:00,6,2001:db8:1:b32c:5e49:3434:c5b1:eac3,2001:db8:177:2888:3189:b9e0:4d7a:cd16,1213,443,TCP,HTTPS,outbound,94.08,14,3906,148.81023763770196,41518.05630091885,1,13,0,0,552697,6,69,2,1,0,5.531222759859877
R0002446,Benign,2026-01-01T21:33:52+00:00,2026-01-01T21:33:52.636000+00:00,6,2001:db8:1:c94a:188c:62d5:258f:99b0,2001:db8:1d4:1595:2be:ced4:7661:4b81,29914,25,TCP,SMTP,outbound,636.588,6,360,9.42525146027048,565.5150876162289,3,3,1,0,355712,6,63,0,0,0,6.711673414185431
R0002447,Benign,2026-01-01T09:05:10+00:00,2026-01-01T09:05:12.943000+00:00,6,2001:db8:1e9:41e3:eba1:523:3650:bd70,2001:db8:1:90bd:d1db:8fed:a0a9:7ccd,7088,445,UDP,SMB,inbound,2943.167,11,2432,3.7374707365155433,826.3208028368911,0,0,0,0,952134,17,64,1,1,1,4.162204526981816
R0002448,Benign,2026-01-01T02:00:54+00:00,2026-01-01T02:00:55.523000+00:00,6,2001:db8:17e:5b4d:182a:3057:9ab3:d403,2001:db8:1:3c9b:bd4f:a81c:f3ab:c4eb,16685,8080,TCP,HTTP-ALT,inbound,1523.963,6,1932,3.9371040662819166,1267.7475093427772,3,3,0,0,761441,6,131,0,0,0,5.814036263957208
R0002449,Benign,2026-01-01T07:11:58+00:00,2026-01-01T07:11:58.344000+00:00,6,2001:db8:1:b7ac:3f52:3ef4:306f:b4a4,2001:db8:17c:f5d4:12d9:d030:a684:8c88,14909,8080,TCP,HTTP-ALT,outbound,344.564,5,300,14.511075973630062,870.6645584178036,3,2,0,0,540436,6,70,1,1,2,4.760317991081551
R0002450,Benign,2026-01-01T00:30:53+00:00,2026-01-01T00:30:54.120000+00:00,6,2001:db8:1:4bc7:a125:a169:cd2a:bc87,2001:db8:1de:bfc0:fe25:ed84:ed96:6a68,55290,110,TCP,POP3,outbound,1120.503,5,300,4.462280775785622,267.7368465471373,2,3,0,1,773027,6,63,0,1,2,4.6682242990383624
R0002451,Exploits,2026-01-01T02:39:20+00:00,2026-01-01T02:39:20.446000+00:00,6,2001:db8:1:5e61:dd70:ec6b:61d7:b2f2,2001:db8:1:42ce:9398:bc57:1b7:840d,12815,23,TCP,OTHER,lateral,446.823,6,414,13.428144398114629,926.5419634699094,2,4,0,0,382285,6,62,1,8,1,8.0
R0002452,Exploits,2026-01-01T02:49:15+00:00,2026-01-01T02:49:15.323000+00:00,6,2001:db8:120:f08b:c295:eae:6ac:7b10,2001:db8:1:d487:eeac:a7a4:fa6a:ddd5,52642,23,TCP,OTHER,inbound,323.803,2,152,6.176586136623101,469.42054638335566,2,0,0,0,41874,6,64,6,2,0,7.845399681250379
R0002453,Benign,2026-01-01T15:41:17+00:00,2026-01-01T15:41:18.018000+00:00,6,2001:db8:1:6f9e:3864:43cd:c9b6:ec87,2001:db8:1:966f:d3:88e6:d6a3:d393,0,123,ICMPv6,OTHER,lateral,1018.238,4,2390,3.9283551281058466,2347.192189043243,0,0,0,0,141019,58,63,0,1,2,6.4463298110749445
R0002454,Benign,2026-01-01T19:45:31+00:00,2026-01-01T19:45:31.142000+00:00,6,2001:db8:1:7fe5:22cc:920c:fea2:477d,2001:db8:1:aab1:67fd:cb23:b0b7:2767,35586,53,TCP,DNS,lateral,142.664,1,60,7.009475851021515,420.56855106129086,1,0,0,1,968532,6,118,0,1,2,7.312089327252909
R0002455,Benign,2026-01-01T15:32:22+00:00,2026-01-01T15:32:22.489000+00:00,6,2001:db8:1:abc8:470c:3863:15aa:1ab2,2001:db8:122:5673:76d2:43db:96b3:caa,34219,143,UDP,IMAP,outbound,489.351,4,603,8.17409504751536,1232.2448284129407,0,0,0,0,895069,17,64,0,0,0,5.8209333956139915
R0002456,Benign,2026-01-01T23:46:18+00:00,2026-01-01T23:46:19.198000+00:00,6,2001:db8:1:6f1b:4e50:804:66b7:2795,2001:db8:17d:a8cf:f6d1:e901:736:3d93,14280,445,UDP,SMB,outbound,1198.203,7,420,5.842081572703274,350.52489436219645,0,0,0,0,235024,17,66,2,1,2,6.002332777884466
R0002457,Benign,2026-01-01T19:07:47+00:00,2026-01-01T19:07:47.441000+00:00,6,2001:db8:1d0:e265:dd85:a838:5aa6:5fb8,2001:db8:1:1ec0:d824:1de8:e6cd:dd88,25167,22,UDP,SSH,inbound,441.714,56,4531,126.77891496461268,10257.772566154645,0,0,0,0,963774,17,125,1,0,2,5.618091427506602
R0002458,Benign,2026-01-01T15:20:06+00:00,2026-01-01T15:20:06.219000+00:00,6,2001:db8:1:5a09:2cb9:aa93:9c1c:9a5f,2001:db8:17e:f924:c78:1edc:b7d:80f9,7960,110,UDP,POP3,outbound,219.764,14,859,63.70459403393139,3908.7318767962192,0,0,0,0,872552,17,62,1,1,2,7.090840420039165
R0002459,Benign,2026-01-01T20:43:10+00:00,2026-01-01T20:43:10.280000+00:00,6,2001:db8:1:bb17:2176:b70f:8d0e:1f23,2001:db8:1ba:18a1:7d74:dbf1:1ced:f027,18203,445,TCP,SMB,outbound,280.051,5,1247,17.853897156470943,4452.761950823853,2,3,0,0,500711,6,60,2,1,1,4.507056769852932
R0002460,Benign,2026-01-01T18:02:29+00:00,2026-01-01T18:02:29.677000+00:00,6,2001:db8:1:5545:f1f3:9a9b:ad97:9325,2001:db8:14e:90aa:8cd1:21e8:a794:3773,36219,22,UDP,SSH,outbound,677.836,5,834,7.376418206742956,1230.3865568847252,0,0,0,0,984981,17,62,0,1,1,4.594344366489368
R0002461,Benign,2026-01-01T19:26:11+00:00,2026-01-01T19:26:12.191000+00:00,6,2001:db8:114:8b82:d7a4:78e1:93d:9f33,2001:db8:1:fc3:333c:d435:9c94:c89,59485,143,TCP,IMAP,inbound,1191.409,6,801,5.036056040743721,672.3134814392868,2,4,0,0,311854,6,64,1,1,2,4.129245623661498
R0002462,Benign,2026-01-01T11:28:52+00:00,2026-01-01T11:28:52.962000+00:00,6,2001:db8:195:d421:f650:67e0:6b94:1b94,2001:db8:1:35f8:306c:130f:9340:bc2,16685,110,TCP,POP3,inbound,962.451,12,768,12.468162048202123,797.9623710849359,3,9,1,0,514464,6,131,2,0,0,3.754600163219242
R0002463,Benign,2026-01-01T16:32:56+00:00,2026-01-01T16:32:56.423000+00:00,6,2001:db8:121:f261:87c6:49de:64b0:4866,2001:db8:1:bcf0:cc3f:65cd:83fe:55a5,25528,445,TCP,SMB,inbound,423.649,18,1080,42.487961294746206,2549.2776776847722,2,16,0,1,373158,6,132,0,0,1,5.725144658788271
R0002464,Benign,2026-01-01T20:30:28+00:00,2026-01-01T20:30:29.371000+00:00,6,2001:db8:1:8c82:c68a:941a:46da:1f9c,2001:db8:140:eab1:7daf:88c5:f4c3:43a0,34065,445,TCP,SMB,outbound,1371.618,3,222,2.187197788658569,161.8526363607341,3,0,0,0,845636,6,68,0,0,0,6.585437781656383
R0002465,Benign,2026-01-01T11:02:31+00:00,2026-01-01T11:02:31.333000+00:00,6,2001:db8:173:ba0c:1f49:d7c1:5e4e:cbcd,2001:db8:1:f93a:9211:e2f5:3b12:f948,53494,53,TCP,DNS,inbound,333.145,7,646,21.011842112650225,1939.0928578245778,3,4,0,0,923787,6,65,0,0,2,6.0762125793216635
R0002466,Benign,2026-01-01T23:10:13+00:00,2026-01-01T23:10:13.983000+00:00,6,2001:db8:1:3e8a:cb10:30a2:211:3207,2001:db8:1:46e3:a6a9:6b78:9152:94b,48289,123,TCP,NTP,lateral,983.649,7,3861,7.11635627746656,3925.178798185484,2,5,1,0,663257,6,129,1,1,2,5.567819568443865
R0002467,Benign,2026-01-01T15:22:39+00:00,2026-01-01T15:22:39.047000+00:00,6,2001:db8:1:d853:c7ed:f53f:7b86:29f6,2001:db8:175:6c0f:1431:528a:9002:e0d3,14382,25,UDP,SMTP,outbound,47.238,8,856,169.35511518824498,18120.997325142213,0,0,0,0,632940,17,67,0,0,2,5.247672894622296
R0002468,Benign,2026-01-01T00:49:52+00:00,2026-01-01T00:49:52.091000+00:00,6,2001:db8:113:94f1:b217:431b:eccc:4e08,2001:db8:1:5496:b09f:863e:1196:f4d8,24074,445,TCP,SMB,inbound,91.665,14,876,152.7301832695103,9556.54575314936,3,11,2,0,569741,6,60,0,0,1,4.36584095328342
R0002469,Benign,2026-01-01T09:45:59+00:00,2026-01-01T09:45:59.657000+00:00,6,2001:db8:15f:8767:dac9:e470:b3ab:18d9,2001:db8:1:5a32:a4c6:61c2:7361:8e0b,13243,143,UDP,IMAP,inbound,657.374,27,4162,41.072481126781796,6331.246905543179,0,0,0,0,210595,17,65,2,1,0,5.673045272838001
R0002470,Benign,2026-01-01T15:26:13+00:00,2026-01-01T15:26:13.441000+00:00,6,2001:db8:1:138:f9fa:a20f:75ea:a8fb,2001:db8:189:7fda:8556:b37c:ce7c:759c,22291,110,TCP,POP3,outbound,441.949,17,1020,38.46597806018292,2307.958683610975,3,14,1,2,477792,6,128,0,1,2,4.155074965377748
R0002471,Benign,2026-01-01T20:11:45+00:00,2026-01-01T20:11:46.148000+00:00,6,2001:db8:1:b783:c92d:6cde:f79:3697,2001:db8:14c:c271:401:1498:1144:fc61,57260,53,TCP,DNS,outbound,1148.96,8,898,6.962819586911941,781.5764986308653,2,6,0,0,731502,6,123,1,1,1,6.216830889012852
R0002472,Benign,2026-01-01T23:01:30+00:00,2026-01-01T23:01:30.709000+00:00,6,2001:db8:1:d9ce:1b57:856c:5b:8b64,2001:db8:1:122d:ccb8:e56f:864a:512d,36786,3389,TCP,RDP,lateral,709.525,5,642,7.046971028608792,904.8310800733689,1,4,0,0,238287,6,125,2,1,2,5.6348929626773385
R0002473,Benign,2026-01-01T02:25:04+00:00,2026-01-01T02:25:06.032000+00:00,6,2001:db8:1:5ea5:3ed3:d722:9612:c0f5,2001:db8:1:f407:f89c:3fd:72c3:ab3d,14795,110,UDP,POP3,lateral,2032.614,14,1729,6.887681248562546,850.6286341974745,0,0,0,0,162663,17,133,2,1,2,2.8640463811985644
R0002474,Benign,2026-01-01T04:29:49+00:00,2026-01-01T04:29:49.193000+00:00,6,2001:db8:1:4cb0:304b:8215:dae7:4073,2001:db8:165:4775:5e93:c91:7543:212f,43165,443,TCP,HTTPS,outbound,193.682,7,1403,36.141631619871944,7243.81559466862,2,5,0,0,338420,6,130,0,1,1,4.333993291017374
R0002475,Benign,2026-01-01T14:57:05+00:00,2026-01-01T14:57:06.200000+00:00,6,2001:db8:16a:8dc6:48a9:3c93:52c6:a7d,2001:db8:1:d4:29a4:8136:fd38:752d,64037,53,UDP,DNS,inbound,1200.479,4,403,3.332004174042934,335.6994205348256,0,0,0,0,816602,17,126,0,0,1,6.256030371565714
R0002476,Benign,2026-01-01T09:14:17+00:00,2026-01-01T09:14:17.252000+00:00,6,2001:db8:148:d463:91d2:59b3:3ffd:48e4,2001:db8:1:d627:7d7d:2f7c:103:ead0,50225,80,UDP,HTTP,inbound,252.017,9,1410,35.71186374001919,5594.858652603006,0,0,0,0,579222,17,65,1,0,2,6.0869526074731715
R0002477,Benign,2026-01-01T01:13:02+00:00,2026-01-01T01:13:02.487000+00:00,6,2001:db8:1:ed08:9fcd:bd6:cd2b:e9e,2001:db8:1:ed1a:d54c:9bed:572c:608b,31975,25,UDP,SMTP,lateral,487.852,7,602,14.348610795985566,1233.9805284547588,0,0,0,0,874765,17,128,2,0,2,5.4495924760743835
R0002478,Benign,2026-01-01T01:47:21+00:00,2026-01-01T01:47:21.353000+00:00,6,2001:db8:1:fc3b:da6d:7a6d:8686:7a77,2001:db8:1:7105:d2d:39cb:13b5:bb3c,51735,8080,UDP,HTTP-ALT,lateral,353.381,10,600,28.29810538947594,1697.8863233685565,0,0,0,0,279889,17,66,1,0,1,5.38111228888943
R0002479,Benign,2026-01-01T12:21:01+00:00,2026-01-01T12:21:01.993000+00:00,6,2001:db8:1:1d:2d64:eba3:bd7e:952d,2001:db8:12a:5b72:2ba3:11bd:e9a2:25f2,42515,25,UDP,SMTP,outbound,993.946,9,540,9.054813403690405,543.2888042214242,0,0,0,0,803145,17,62,0,1,1,5.000070076881584
R0002480,Benign,2026-01-01T09:24:34+00:00,2026-01-01T09:24:34.787000+00:00,6,2001:db8:1d4:7af3:aa19:e40a:40ca:b143,2001:db8:1:bb5f:875e:3ac7:15fd:2682,18706,110,UDP,POP3,inbound,787.303,1,113,1.2701592725856463,143.52799780217802,0,0,0,0,911737,17,129,0,0,0,4.538512114718481
R0002481,Benign,2026-01-01T16:00:27+00:00,2026-01-01T16:00:27.431000+00:00,6,2001:db8:1fb:39d:572d:e5e0:8494:58ec,2001:db8:1:ccd4:98e7:7da3:f0bc:52ad,22568,80,UDP,HTTP,inbound,431.456,6,395,13.906405194734408,915.5050086533485,0,0,0,0,207416,17,62,1,1,2,4.48930800753299
R0002482,Benign,2026-01-01T15:26:06+00:00,2026-01-01T15:26:06.746000+00:00,6,2001:db8:1:b432:f3e:4ec4:90d9:8e1b,2001:db8:1bc:db82:2d7c:60c1:5446:3f1,39863,25,UDP,SMTP,outbound,746.396,5,300,6.698855632394111,401.93133794364667,0,0,0,0,243569,17,133,0,0,0,6.160740011824036
R0002483,Benign,2026-01-01T23:04:31+00:00,2026-01-01T23:04:31.075000+00:00,6,2001:db8:1e9:15c5:9538:b9e8:9207:a140,2001:db8:1:80f7:4534:a7d7:9b8b:f42c,20042,80,TCP,HTTP,inbound,75.538,5,651,66.19170917221714,8618.160534222672,3,2,0,0,453821,6,128,0,1,0,3.7095071342631067
R0002484,Benign,2026-01-01T19:41:56+00:00,2026-01-01T19:41:57.144000+00:00,6,2001:db8:130:8710:94c1:b7d4:93c6:6baf,2001:db8:1:48d5:1ef9:aad8:949a:d891,28037,53,UDP,DNS,inbound,1144.484,29,4376,25.338935502529928,3823.5579916921024,0,0,0,0,340346,17,129,1,0,0,6.7576792718222425
R0002485,Benign,2026-01-01T08:44:08+00:00,2026-01-01T08:44:09.086000+00:00,6,2001:db8:1:26f3:aff:53a5:e3d8:f9ae,2001:db8:1e6:f4b2:9e89:1f45:d38:5a40,43399,3389,TCP,RDP,outbound,1086.914,5,856,4.600180623770847,787.550922789569,2,3,0,0,819994,6,62,1,1,1,5.704154550950278
R0002486,Benign,2026-01-01T22:50:22+00:00,2026-01-01T22:50:22.619000+00:00,6,2001:db8:176:9e2d:2599:a284:8ade:d3bb,2001:db8:1:cc9e:f082:c877:2fc6:2e86,9191,8080,TCP,HTTP-ALT,inbound,619.524,12,972,19.369695797185706,1568.9453595720422,3,9,0,1,685661,6,128,0,1,1,6.005897777001069
R0002487,Benign,2026-01-01T02:21:39+00:00,2026-01-01T02:21:39.392000+00:00,6,2001:db8:1a3:a6d4:b1a0:1162:45ea:94be,2001:db8:1:ff03:1fae:5904:93a3:897a,13566,110,UDP,POP3,inbound,392.472,11,3185,28.027447828050597,8115.2201211219235,0,0,0,0,199445,17,129,0,0,2,5.400824289674474
R0002488,Benign,2026-01-01T23:20:53+00:00,2026-01-01T23:20:53.170000+00:00,6,2001:db8:11a:3305:37bd:ad8:232c:40a7,2001:db8:1:d42d:6713:8e6e:5bfb:5797,51323,3389,TCP,RDP,inbound,170.328,17,2355,99.80717402137255,13826.229107078374,3,14,0,0,525767,6,67,0,0,1,5.246878543303311
R0002489,Benign,2026-01-01T00:14:26+00:00,2026-01-01T00:14:26.782000+00:00,6,2001:db8:1bc:1a49:e071:fdc2:b9fd:b77d,2001:db8:1:6500:4075:d54f:ebcf:8f94,62802,53,UDP,DNS,inbound,782.202,6,895,7.670655394580381,1144.20609635824,0,0,0,0,331556,17,128,1,1,0,5.033160332306079
R0002490,Benign,2026-01-01T00:42:40+00:00,2026-01-01T00:42:40.369000+00:00,6,2001:db8:1c1:f04e:f7af:b9c6:d5c4:b7af,2001:db8:1:28af:40cd:a6c1:e192:fb23,36210,22,TCP,SSH,inbound,369.916,4,434,10.813277715662192,1173.240632149348,2,2,0,0,994232,6,126,1,1,0,4.827743479874296
R0002491,Benign,2026-01-01T16:59:59+00:00,2026-01-01T16:59:59.925000+00:00,6,2001:db8:1:a6dd:32a9:c5ef:bb53:61a1,2001:db8:1ef:40a:a26d:50d4:fe2b:c3df,44322,123,UDP,NTP,outbound,925.15,8,1800,8.647244452651984,1945.6300018466964,0,0,0,0,894658,17,132,2,1,2,6.054944651056149
R0002492,Benign,2026-01-01T04:17:00+00:00,2026-01-01T04:17:00.652000+00:00,6,2001:db8:1b3:67a1:8a01:30db:f8a9:cf5d,2001:db8:1:dd7b:e54b:f394:e063:2508,32926,445,UDP,SMB,inbound,652.637,12,2417,18.38693296179636,3703.4347473884836,0,0,0,0,708924,17,64,0,0,0,6.184569845957199
R0002493,Benign,2026-01-01T06:48:27+00:00,2026-01-01T06:48:27.701000+00:00,6,2001:db8:1:d522:3db8:dbf6:53d:239c,2001:db8:109:29e5:b2ee:e937:37fa:4b20,57022,110,TCP,POP3,outbound,701.131,7,1440,9.983864135154683,2053.8234792318203,1,6,1,0,1033993,6,128,0,0,2,5.093867992387684
R0002494,Benign,2026-01-01T22:53:02+00:00,2026-01-01T22:53:02.262000+00:00,6,2001:db8:1:2ecf:46c9:5074:583b:fc76,2001:db8:1:4a12:58aa:bc34:6ea8:a10d,29654,80,TCP,HTTP,lateral,262.807,11,2429,41.85577566520151,9242.516280979498,3,8,1,0,911006,6,66,2,0,2,5.553393797458957
R0002495,Benign,2026-01-01T15:33:16+00:00,2026-01-01T15:33:16.352000+00:00,6,2001:db8:1b3:660:51ae:1696:8d08:4d94,2001:db8:1:8e38:3833:25b8:2f6e:8679,7800,123,UDP,NTP,inbound,352.493,4,1093,11.347747909354059,3100.7721162309967,0,0,0,0,799700,17,62,2,0,2,4.509661876656096
R0002496,Benign,2026-01-01T04:20:07+00:00,2026-01-01T04:20:07.080000+00:00,6,2001:db8:1:759c:d58e:152d:c6ed:d12d,2001:db8:16d:2dbf:a6a2:8e4:8c9d:a802,0,3389,ICMPv6,OTHER,outbound,80.112,15,900,187.2385476698797,11234.312860192782,0,0,0,0,575033,58,125,0,1,2,5.788236794515059
R0002497,Benign,2026-01-01T17:24:40+00:00,2026-01-01T17:24:40.772000+00:00,6,2001:db8:1c5:f537:74e4:4766:ea01:88c7,2001:db8:1:143e:3b21:d4bf:a683:2723,41275,3389,UDP,RDP,inbound,772.575,5,500,6.471863341878345,647.1863341878345,0,0,0,0,169121,17,61,2,1,2,4.651603212188817
R0002498,Benign,2026-01-01T23:36:06+00:00,2026-01-01T23:36:06.512000+00:00,6,2001:db8:1:a69a:14b4:389a:aca9:8c87,2001:db8:13f:dbb8:5199:802c:30f0:7678,47365,25,UDP,SMTP,outbound,512.65,6,556,11.70388706109693,1084.560200994982,0,0,0,0,984157,17,59,1,0,1,6.332956164806138
R0002499,Benign,2026-01-01T04:44:51+00:00,2026-01-01T04:44:51.638000+00:00,6,2001:db8:101:91bb:5ffd:2214:7abf:9970,2001:db8:1:8d34:8eff:bdef:b924:91d9,0,25,ICMPv6,OTHER,inbound,638.461,18,4883,28.192813443139194,7648.08378015826,0,0,0,0,837809,58,61,2,1,2,4.841605516971977
